Checkin ID,Location ID,Location Name,Date,Month,Day of Week,Hour,Time Slot,Member Visits,Location Capacity,Utilization %,Overcrowded,Estimated Wait Minutes,Is Weekend,Is Peak Hour
CHK0015607,LOC-003,Scarborough,2024-03-30,2024-03,Saturday,12,12:00,33,150,22.0,No,0,Yes,No
CHK0015608,LOC-003,Scarborough,2024-03-30,2024-03,Saturday,13,13:00,24,150,16.0,No,0,Yes,No
CHK0015609,LOC-003,Scarborough,2024-03-30,2024-03,Saturday,14,14:00,16,150,10.7,No,0,Yes,No
CHK0015610,LOC-003,Scarborough,2024-03-30,2024-03,Saturday,15,15:00,20,150,13.3,No,0,Yes,No
CHK0015611,LOC-003,Scarborough,2024-03-30,2024-03,Saturday,16,16:00,38,150,25.3,No,0,Yes,No
CHK0015612,LOC-003,Scarborough,2024-03-30,2024-03,Saturday,17,17:00,77,150,51.3,No,0,Yes,Yes
CHK0015613,LOC-003,Scarborough,2024-03-30,2024-03,Saturday,18,18:00,89,150,59.3,No,0,Yes,Yes
CHK0015614,LOC-003,Scarborough,2024-03-30,2024-03,Saturday,19,19:00,86,150,57.3,No,0,Yes,Yes
CHK0015615,LOC-003,Scarborough,2024-03-30,2024-03,Saturday,20,20:00,54,150,36.0,No,0,Yes,No
CHK0015616,LOC-003,Scarborough,2024-03-30,2024-03,Saturday,21,21:00,28,150,18.7,No,0,Yes,No
CHK0015617,LOC-003,Scarborough,2024-03-30,2024-03,Saturday,22,22:00,14,150,9.3,No,0,Yes,No
CHK0015618,LOC-003,Scarborough,2024-03-30,2024-03,Saturday,23,23:00,4,150,2.7,No,0,Yes,No
CHK0015619,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,5,05:00,6,150,4.0,No,0,Yes,No
CHK0015620,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,6,06:00,13,150,8.7,No,0,Yes,No
CHK0015621,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,7,07:00,41,150,27.3,No,0,Yes,No
CHK0015622,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,8,08:00,24,150,16.0,No,0,Yes,No
CHK0015623,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,9,09:00,20,150,13.3,No,0,Yes,No
CHK0015624,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,10,10:00,14,150,9.3,No,0,Yes,No
CHK0015625,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,11,11:00,14,150,9.3,No,0,Yes,No
CHK0015626,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,12,12:00,26,150,17.3,No,0,Yes,No
CHK0015627,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,13,13:00,16,150,10.7,No,0,Yes,No
CHK0015628,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,14,14:00,11,150,7.3,No,0,Yes,No
CHK0015629,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,15,15:00,14,150,9.3,No,0,Yes,No
CHK0015630,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,16,16:00,21,150,14.0,No,0,Yes,No
CHK0015631,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,17,17:00,62,150,41.3,No,0,Yes,Yes
CHK0015632,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,18,18:00,61,150,40.7,No,0,Yes,Yes
CHK0015633,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,19,19:00,62,150,41.3,No,0,Yes,Yes
CHK0015634,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,20,20:00,32,150,21.3,No,0,Yes,No
CHK0015635,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,21,21:00,18,150,12.0,No,0,Yes,No
CHK0015636,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,22,22:00,8,150,5.3,No,0,Yes,No
CHK0015637,LOC-003,Scarborough,2024-03-31,2024-03,Sunday,23,23:00,4,150,2.7,No,0,Yes,No
CHK0015638,LOC-003,Scarborough,2024-04-01,2024-04,Monday,5,05:00,15,150,10.0,No,0,No,No
CHK0015639,LOC-003,Scarborough,2024-04-01,2024-04,Monday,6,06:00,38,150,25.3,No,0,No,No
CHK0015640,LOC-003,Scarborough,2024-04-01,2024-04,Monday,7,07:00,88,150,58.7,No,0,No,No
CHK0015641,LOC-003,Scarborough,2024-04-01,2024-04,Monday,8,08:00,58,150,38.7,No,0,No,No
CHK0015642,LOC-003,Scarborough,2024-04-01,2024-04,Monday,9,09:00,40,150,26.7,No,0,No,No
CHK0015643,LOC-003,Scarborough,2024-04-01,2024-04,Monday,10,10:00,38,150,25.3,No,0,No,No
CHK0015644,LOC-003,Scarborough,2024-04-01,2024-04,Monday,11,11:00,39,150,26.0,No,0,No,No
CHK0015645,LOC-003,Scarborough,2024-04-01,2024-04,Monday,12,12:00,64,150,42.7,No,0,No,No
CHK0015646,LOC-003,Scarborough,2024-04-01,2024-04,Monday,13,13:00,45,150,30.0,No,0,No,No
CHK0015647,LOC-003,Scarborough,2024-04-01,2024-04,Monday,14,14:00,28,150,18.7,No,0,No,No
CHK0015648,LOC-003,Scarborough,2024-04-01,2024-04,Monday,15,15:00,36,150,24.0,No,0,No,No
CHK0015649,LOC-003,Scarborough,2024-04-01,2024-04,Monday,16,16:00,63,150,42.0,No,0,No,No
CHK0015650,LOC-003,Scarborough,2024-04-01,2024-04,Monday,17,17:00,143,150,95.3,Yes,5,No,Yes
CHK0015651,LOC-003,Scarborough,2024-04-01,2024-04,Monday,18,18:00,145,150,96.7,Yes,6,No,Yes
CHK0015652,LOC-003,Scarborough,2024-04-01,2024-04,Monday,19,19:00,128,150,85.3,Yes,0,No,Yes
CHK0015653,LOC-003,Scarborough,2024-04-01,2024-04,Monday,20,20:00,106,150,70.7,No,0,No,No
CHK0015654,LOC-003,Scarborough,2024-04-01,2024-04,Monday,21,21:00,52,150,34.7,No,0,No,No
CHK0015655,LOC-003,Scarborough,2024-04-01,2024-04,Monday,22,22:00,25,150,16.7,No,0,No,No
CHK0015656,LOC-003,Scarborough,2024-04-01,2024-04,Monday,23,23:00,9,150,6.0,No,0,No,No
CHK0015657,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,5,05:00,15,150,10.0,No,0,No,No
CHK0015658,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,6,06:00,34,150,22.7,No,0,No,No
CHK0015659,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,7,07:00,78,150,52.0,No,0,No,No
CHK0015660,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,8,08:00,68,150,45.3,No,0,No,No
CHK0015661,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,9,09:00,49,150,32.7,No,0,No,No
CHK0015662,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,10,10:00,29,150,19.3,No,0,No,No
CHK0015663,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,11,11:00,28,150,18.7,No,0,No,No
CHK0015664,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,12,12:00,50,150,33.3,No,0,No,No
CHK0015665,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,13,13:00,48,150,32.0,No,0,No,No
CHK0015666,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,14,14:00,33,150,22.0,No,0,No,No
CHK0015667,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,15,15:00,40,150,26.7,No,0,No,No
CHK0015668,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,16,16:00,54,150,36.0,No,0,No,No
CHK0015669,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,17,17:00,119,150,79.3,No,0,No,Yes
CHK0015670,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,18,18:00,162,150,108.0,Yes,12,No,Yes
CHK0015671,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,19,19:00,148,150,98.7,Yes,7,No,Yes
CHK0015672,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,20,20:00,99,150,66.0,No,0,No,No
CHK0015673,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,21,21:00,57,150,38.0,No,0,No,No
CHK0015674,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,22,22:00,23,150,15.3,No,0,No,No
CHK0015675,LOC-003,Scarborough,2024-04-02,2024-04,Tuesday,23,23:00,10,150,6.7,No,0,No,No
CHK0015676,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,5,05:00,11,150,7.3,No,0,No,No
CHK0015677,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,6,06:00,29,150,19.3,No,0,No,No
CHK0015678,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,7,07:00,73,150,48.7,No,0,No,No
CHK0015679,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,8,08:00,66,150,44.0,No,0,No,No
CHK0015680,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,9,09:00,48,150,32.0,No,0,No,No
CHK0015681,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,10,10:00,37,150,24.7,No,0,No,No
CHK0015682,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,11,11:00,29,150,19.3,No,0,No,No
CHK0015683,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,12,12:00,47,150,31.3,No,0,No,No
CHK0015684,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,13,13:00,40,150,26.7,No,0,No,No
CHK0015685,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,14,14:00,30,150,20.0,No,0,No,No
CHK0015686,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,15,15:00,33,150,22.0,No,0,No,No
CHK0015687,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,16,16:00,74,150,49.3,No,0,No,No
CHK0015688,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,17,17:00,144,150,96.0,Yes,6,No,Yes
CHK0015689,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,18,18:00,151,150,100.7,Yes,8,No,Yes
CHK0015690,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,19,19:00,131,150,87.3,Yes,1,No,Yes
CHK0015691,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,20,20:00,94,150,62.7,No,0,No,No
CHK0015692,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,21,21:00,44,150,29.3,No,0,No,No
CHK0015693,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,22,22:00,23,150,15.3,No,0,No,No
CHK0015694,LOC-003,Scarborough,2024-04-03,2024-04,Wednesday,23,23:00,7,150,4.7,No,0,No,No
CHK0015695,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,5,05:00,11,150,7.3,No,0,No,No
CHK0015696,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,6,06:00,33,150,22.0,No,0,No,No
CHK0015697,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,7,07:00,80,150,53.3,No,0,No,No
CHK0015698,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,8,08:00,56,150,37.3,No,0,No,No
CHK0015699,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,9,09:00,37,150,24.7,No,0,No,No
CHK0015700,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,10,10:00,32,150,21.3,No,0,No,No
CHK0015701,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,11,11:00,38,150,25.3,No,0,No,No
CHK0015702,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,12,12:00,50,150,33.3,No,0,No,No
CHK0015703,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,13,13:00,37,150,24.7,No,0,No,No
CHK0015704,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,14,14:00,27,150,18.0,No,0,No,No
CHK0015705,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,15,15:00,31,150,20.7,No,0,No,No
CHK0015706,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,16,16:00,63,150,42.0,No,0,No,No
CHK0015707,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,17,17:00,128,150,85.3,Yes,0,No,Yes
CHK0015708,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,18,18:00,180,150,120.0,Yes,18,No,Yes
CHK0015709,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,19,19:00,134,150,89.3,Yes,2,No,Yes
CHK0015710,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,20,20:00,81,150,54.0,No,0,No,No
CHK0015711,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,21,21:00,46,150,30.7,No,0,No,No
CHK0015712,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,22,22:00,21,150,14.0,No,0,No,No
CHK0015713,LOC-003,Scarborough,2024-04-04,2024-04,Thursday,23,23:00,8,150,5.3,No,0,No,No
CHK0015714,LOC-003,Scarborough,2024-04-05,2024-04,Friday,5,05:00,9,150,6.0,No,0,No,No
CHK0015715,LOC-003,Scarborough,2024-04-05,2024-04,Friday,6,06:00,36,150,24.0,No,0,No,No
CHK0015716,LOC-003,Scarborough,2024-04-05,2024-04,Friday,7,07:00,70,150,46.7,No,0,No,No
CHK0015717,LOC-003,Scarborough,2024-04-05,2024-04,Friday,8,08:00,51,150,34.0,No,0,No,No
CHK0015718,LOC-003,Scarborough,2024-04-05,2024-04,Friday,9,09:00,22,150,14.7,No,0,No,No
CHK0015719,LOC-003,Scarborough,2024-04-05,2024-04,Friday,10,10:00,29,150,19.3,No,0,No,No
CHK0015720,LOC-003,Scarborough,2024-04-05,2024-04,Friday,11,11:00,24,150,16.0,No,0,No,No
CHK0015721,LOC-003,Scarborough,2024-04-05,2024-04,Friday,12,12:00,46,150,30.7,No,0,No,No
CHK0015722,LOC-003,Scarborough,2024-04-05,2024-04,Friday,13,13:00,41,150,27.3,No,0,No,No
CHK0015723,LOC-003,Scarborough,2024-04-05,2024-04,Friday,14,14:00,28,150,18.7,No,0,No,No
CHK0015724,LOC-003,Scarborough,2024-04-05,2024-04,Friday,15,15:00,27,150,18.0,No,0,No,No
CHK0015725,LOC-003,Scarborough,2024-04-05,2024-04,Friday,16,16:00,61,150,40.7,No,0,No,No
CHK0015726,LOC-003,Scarborough,2024-04-05,2024-04,Friday,17,17:00,82,150,54.7,No,0,No,Yes
CHK0015727,LOC-003,Scarborough,2024-04-05,2024-04,Friday,18,18:00,122,150,81.3,No,0,No,Yes
CHK0015728,LOC-003,Scarborough,2024-04-05,2024-04,Friday,19,19:00,115,150,76.7,No,0,No,Yes
CHK0015729,LOC-003,Scarborough,2024-04-05,2024-04,Friday,20,20:00,94,150,62.7,No,0,No,No
CHK0015730,LOC-003,Scarborough,2024-04-05,2024-04,Friday,21,21:00,47,150,31.3,No,0,No,No
CHK0015731,LOC-003,Scarborough,2024-04-05,2024-04,Friday,22,22:00,19,150,12.7,No,0,No,No
CHK0015732,LOC-003,Scarborough,2024-04-05,2024-04,Friday,23,23:00,8,150,5.3,No,0,No,No
CHK0015733,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,5,05:00,7,150,4.7,No,0,Yes,No
CHK0015734,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,6,06:00,15,150,10.0,No,0,Yes,No
CHK0015735,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,7,07:00,47,150,31.3,No,0,Yes,No
CHK0015736,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,8,08:00,36,150,24.0,No,0,Yes,No
CHK0015737,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,9,09:00,29,150,19.3,No,0,Yes,No
CHK0015738,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,10,10:00,24,150,16.0,No,0,Yes,No
CHK0015739,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,11,11:00,20,150,13.3,No,0,Yes,No
CHK0015740,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,12,12:00,27,150,18.0,No,0,Yes,No
CHK0015741,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,13,13:00,24,150,16.0,No,0,Yes,No
CHK0015742,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,14,14:00,16,150,10.7,No,0,Yes,No
CHK0015743,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,15,15:00,23,150,15.3,No,0,Yes,No
CHK0015744,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,16,16:00,41,150,27.3,No,0,Yes,No
CHK0015745,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,17,17:00,62,150,41.3,No,0,Yes,Yes
CHK0015746,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,18,18:00,95,150,63.3,No,0,Yes,Yes
CHK0015747,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,19,19:00,85,150,56.7,No,0,Yes,Yes
CHK0015748,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,20,20:00,52,150,34.7,No,0,Yes,No
CHK0015749,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,21,21:00,29,150,19.3,No,0,Yes,No
CHK0015750,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,22,22:00,12,150,8.0,No,0,Yes,No
CHK0015751,LOC-003,Scarborough,2024-04-06,2024-04,Saturday,23,23:00,6,150,4.0,No,0,Yes,No
CHK0015752,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,5,05:00,5,150,3.3,No,0,Yes,No
CHK0015753,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,6,06:00,13,150,8.7,No,0,Yes,No
CHK0015754,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,7,07:00,32,150,21.3,No,0,Yes,No
CHK0015755,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,8,08:00,24,150,16.0,No,0,Yes,No
CHK0015756,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,9,09:00,18,150,12.0,No,0,Yes,No
CHK0015757,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,10,10:00,15,150,10.0,No,0,Yes,No
CHK0015758,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,11,11:00,13,150,8.7,No,0,Yes,No
CHK0015759,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,12,12:00,25,150,16.7,No,0,Yes,No
CHK0015760,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,13,13:00,19,150,12.7,No,0,Yes,No
CHK0015761,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,14,14:00,12,150,8.0,No,0,Yes,No
CHK0015762,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,15,15:00,15,150,10.0,No,0,Yes,No
CHK0015763,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,16,16:00,32,150,21.3,No,0,Yes,No
CHK0015764,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,17,17:00,59,150,39.3,No,0,Yes,Yes
CHK0015765,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,18,18:00,62,150,41.3,No,0,Yes,Yes
CHK0015766,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,19,19:00,51,150,34.0,No,0,Yes,Yes
CHK0015767,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,20,20:00,32,150,21.3,No,0,Yes,No
CHK0015768,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,21,21:00,22,150,14.7,No,0,Yes,No
CHK0015769,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,22,22:00,10,150,6.7,No,0,Yes,No
CHK0015770,LOC-003,Scarborough,2024-04-07,2024-04,Sunday,23,23:00,4,150,2.7,No,0,Yes,No
CHK0015771,LOC-003,Scarborough,2024-04-08,2024-04,Monday,5,05:00,13,150,8.7,No,0,No,No
CHK0015772,LOC-003,Scarborough,2024-04-08,2024-04,Monday,6,06:00,35,150,23.3,No,0,No,No
CHK0015773,LOC-003,Scarborough,2024-04-08,2024-04,Monday,7,07:00,90,150,60.0,No,0,No,No
CHK0015774,LOC-003,Scarborough,2024-04-08,2024-04,Monday,8,08:00,70,150,46.7,No,0,No,No
CHK0015775,LOC-003,Scarborough,2024-04-08,2024-04,Monday,9,09:00,50,150,33.3,No,0,No,No
CHK0015776,LOC-003,Scarborough,2024-04-08,2024-04,Monday,10,10:00,40,150,26.7,No,0,No,No
CHK0015777,LOC-003,Scarborough,2024-04-08,2024-04,Monday,11,11:00,39,150,26.0,No,0,No,No
CHK0015778,LOC-003,Scarborough,2024-04-08,2024-04,Monday,12,12:00,68,150,45.3,No,0,No,No
CHK0015779,LOC-003,Scarborough,2024-04-08,2024-04,Monday,13,13:00,39,150,26.0,No,0,No,No
CHK0015780,LOC-003,Scarborough,2024-04-08,2024-04,Monday,14,14:00,33,150,22.0,No,0,No,No
CHK0015781,LOC-003,Scarborough,2024-04-08,2024-04,Monday,15,15:00,32,150,21.3,No,0,No,No
CHK0015782,LOC-003,Scarborough,2024-04-08,2024-04,Monday,16,16:00,55,150,36.7,No,0,No,No
CHK0015783,LOC-003,Scarborough,2024-04-08,2024-04,Monday,17,17:00,136,150,90.7,Yes,3,No,Yes
CHK0015784,LOC-003,Scarborough,2024-04-08,2024-04,Monday,18,18:00,119,150,79.3,No,0,No,Yes
CHK0015785,LOC-003,Scarborough,2024-04-08,2024-04,Monday,19,19:00,159,150,106.0,Yes,10,No,Yes
CHK0015786,LOC-003,Scarborough,2024-04-08,2024-04,Monday,20,20:00,115,150,76.7,No,0,No,No
CHK0015787,LOC-003,Scarborough,2024-04-08,2024-04,Monday,21,21:00,54,150,36.0,No,0,No,No
CHK0015788,LOC-003,Scarborough,2024-04-08,2024-04,Monday,22,22:00,23,150,15.3,No,0,No,No
CHK0015789,LOC-003,Scarborough,2024-04-08,2024-04,Monday,23,23:00,9,150,6.0,No,0,No,No
CHK0015790,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,5,05:00,12,150,8.0,No,0,No,No
CHK0015791,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,6,06:00,33,150,22.0,No,0,No,No
CHK0015792,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,7,07:00,89,150,59.3,No,0,No,No
CHK0015793,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,8,08:00,58,150,38.7,No,0,No,No
CHK0015794,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,9,09:00,41,150,27.3,No,0,No,No
CHK0015795,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,10,10:00,41,150,27.3,No,0,No,No
CHK0015796,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,11,11:00,27,150,18.0,No,0,No,No
CHK0015797,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,12,12:00,58,150,38.7,No,0,No,No
CHK0015798,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,13,13:00,43,150,28.7,No,0,No,No
CHK0015799,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,14,14:00,29,150,19.3,No,0,No,No
CHK0015800,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,15,15:00,32,150,21.3,No,0,No,No
CHK0015801,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,16,16:00,74,150,49.3,No,0,No,No
CHK0015802,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,17,17:00,136,150,90.7,Yes,3,No,Yes
CHK0015803,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,18,18:00,165,150,110.0,Yes,12,No,Yes
CHK0015804,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,19,19:00,119,150,79.3,No,0,No,Yes
CHK0015805,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,20,20:00,91,150,60.7,No,0,No,No
CHK0015806,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,21,21:00,50,150,33.3,No,0,No,No
CHK0015807,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,22,22:00,22,150,14.7,No,0,No,No
CHK0015808,LOC-003,Scarborough,2024-04-09,2024-04,Tuesday,23,23:00,10,150,6.7,No,0,No,No
CHK0015809,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,5,05:00,10,150,6.7,No,0,No,No
CHK0015810,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,6,06:00,24,150,16.0,No,0,No,No
CHK0015811,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,7,07:00,79,150,52.7,No,0,No,No
CHK0015812,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,8,08:00,64,150,42.7,No,0,No,No
CHK0015813,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,9,09:00,51,150,34.0,No,0,No,No
CHK0015814,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,10,10:00,40,150,26.7,No,0,No,No
CHK0015815,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,11,11:00,26,150,17.3,No,0,No,No
CHK0015816,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,12,12:00,49,150,32.7,No,0,No,No
CHK0015817,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,13,13:00,34,150,22.7,No,0,No,No
CHK0015818,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,14,14:00,34,150,22.7,No,0,No,No
CHK0015819,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,15,15:00,33,150,22.0,No,0,No,No
CHK0015820,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,16,16:00,51,150,34.0,No,0,No,No
CHK0015821,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,17,17:00,145,150,96.7,Yes,6,No,Yes
CHK0015822,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,18,18:00,163,150,108.7,Yes,12,No,Yes
CHK0015823,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,19,19:00,121,150,80.7,No,0,No,Yes
CHK0015824,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,20,20:00,74,150,49.3,No,0,No,No
CHK0015825,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,21,21:00,52,150,34.7,No,0,No,No
CHK0015826,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,22,22:00,25,150,16.7,No,0,No,No
CHK0015827,LOC-003,Scarborough,2024-04-10,2024-04,Wednesday,23,23:00,8,150,5.3,No,0,No,No
CHK0015828,LOC-003,Scarborough,2024-04-11,2024-04,Thursday,5,05:00,12,150,8.0,No,0,No,No
CHK0015829,LOC-003,Scarborough,2024-04-11,2024-04,Thursday,6,06:00,32,150,21.3,No,0,No,No
CHK0015830,LOC-003,Scarborough,2024-04-11,2024-04,Thursday,7,07:00,65,150,43.3,No,0,No,No
CHK0015831,LOC-003,Scarborough,2024-04-11,2024-04,Thursday,8,08:00,63,150,42.0,No,0,No,No
CHK0015832,LOC-003,Scarborough,2024-04-11,2024-04,Thursday,9,09:00,44,150,29.3,No,0,No,No
CHK0015833,LOC-003,Scarborough,2024-04-11,2024-04,Thursday,10,10:00,36,150,24.0,No,0,No,No
CHK0015834,LOC-003,Scarborough,2024-04-11,2024-04,Thursday,11,11:00,31,150,20.7,No,0,No,No
CHK0015835,LOC-003,Scarborough,2024-04-11,2024-04,Thursday,12,12:00,54,150,36.0,No,0,No,No
CHK0015836,LOC-003,Scarborough,2024-04-11,2024-04,Thursday,13,13:00,49,150,32.7,No,0,No,No
CHK0015837,LOC-003,Scarborough,2024-04-11,2024-04,Thursday,14,14:00,26,150,17.3,No,0,No,No
CHK0015838,LOC-003,Scarborough,2024-04-11,2024-04,Thursday,15,15:00,37,150,24.7,No,0,No,No
CHK0015839,LOC-003,Scarborough,2024-04-11,2024-04,Thursday,16,16:00,61,150,40.7,No,0,No,No
CHK0015840,LOC-003,Scarborough,2024-04-11,2024-04,Thursday,17,17:00,132,150,88.0,Yes,2,No,Yes
CHK0015841,LOC-003,Scarborough,2024-04-11,2024-04,Thursday,18,18:00,162,150,108.0,Yes,12,No,Yes
